ID,AnnualIncome,Age,Gender,MembershipLevel,TotalSpend,MonthsAsUser,AppPurchase,TargetAmt
7092040,110000,42,F,1,0.01,5,1,1
7099436,140000,44,F,1,0.01,5,0,0
7099940,140000,66,U,2,1000,4,0,0
7101937,110000,39,M,1,0.01,5,1,1
7102305,170000,49,M,1,0.01,8,0,0
7109423,125000,32,F,2,5000,7,1,1
7109946,125000,69,,2,500,8,0,0
7110421,125000,66,,3,6000,9,0,0
7114990,170000,62,F,2,1500,5,1,1
7116896,110000,40,U,3,15000,5,0,0
7117663,95000,52,M,2,125,1,0,0
7119100,125000,72,,3,6899.32,12,0,0
7119585,#N/A,48,F,2,3000,8,0,0
7120028,170000,57,M,2,1500,5,0,0
7122381,155000,37,F,1,0.01,5,1,1
7124929,65000,56,M,1,0.01,5,0,0
7125127,95000,37,F,2,500,9,0,0
7126751,#N/A,31,M,1,0.01,4,0,0
7126808,140000,40,M,1,0.01,5,0,0
7127170,95000,64,M,3,6000,17,0,0
7130066,140000,73,M,2,1500,28,1,1
7131305,155000,49,F,2,0.02,8,0,0
7132433,170000,26,F,1,0.01,4,1,1
7135335,140000,,F,2,1500,2,1,1
7135475,125000,44,M,3,6000,21,0,0
7135777,110000,70,U,2,500,13,0,0
7137842,215000,48,M,2,3100,5,0,0
7139853,170000,65,F,3,7000.02,4,0,0
7139969,245000,65,M,2,600,8,0,0
7141912,170000,74,F,2,1000,4,0,0
7142846,95000,49,M,3,6300,27,0,0
7145667,125000,61,,1,0.01,8,1,1
7147236,50000,69,M,2,1000,8,0,0
7147430,200000,26,F,2,1250,1,1,1
7147570,110000,49,,2,2.66,13,0,0
7147988,110000,77,,2,3000,8,0,0
7148577,95000,66,M,2,4884.25,8,0,0
7148712,140000,67,M,3,16000,5,0,0
7149271,215000,41,M,2,50.01,8,0,0
7150598,#N/A,37,M,1,0.01,8,0,0
7151233,110000,58,M,2,800,9,0,0
7151764,125000,,U,1,0.01,8,0,0
7152078,155000,35,M,3,6000,11,1,1
7152590,125000,33,F,1,0.01,11,1,1
7152922,#N/A,77,F,3,9000,8,1,1
7157290,110000,52,M,2,1000,12,0,0
7158327,140000,49,M,1,0.01,5,0,0
7158408,185000,47,F,2,500,7,1,1
7158513,170000,,M,3,6053.36,8,0,0
7160046,125000,45,U,1,0.01,5,0,0
7161549,95000,,M,2,2480,5,0,0
7164777,95000,52,M,2,60.01,8,0,0
7164939,35000,69,F,3,6000,6,0,0
7166192,155000,51,U,2,3000,8,0,0
7166710,110000,74,,2,3000,6,0,0
7167288,230000,47,F,1,0.01,6,0,0
7168314,185000,53,M,1,0.01,8,0,0
7169485,155000,63,F,2,1100,9,0,0
7171749,95000,53,F,1,0.01,9,0,0
7173725,155000,49,,1,0.01,8,0,0
7174802,65000,69,F,2,3000,16,1,1
7175019,110000,61,M,3,8120.37,3,0,0
7175124,155000,64,F,3,9000,13,1,1
7175760,65000,37,U,2,3000.01,4,0,0
7178158,#N/A,40,,3,6000,1,1,1
7179863,110000,77,,3,9035.46,8,0,0
7181744,80000,39,M,2,4200,11,0,0
7181892,170000,40,F,2,2300,9,0,0
7184220,140000,50,F,3,6000,10,0,0
7184832,80000,65,F,2,1000,5,0,0
7186215,95000,68,M,4,26088.81,11,0,0
7188706,95000,69,,2,2000,9,0,0
7190565,95000,31,F,2,2000,2,1,1
7192312,#N/A,77,F,3,12000,13,0,0
7197284,125000,30,F,1,0.01,9,0,0
7199228,170000,43,,1,0.01,4,1,1
7200374,155000,53,M,1,0.01,5,0,0
7200994,125000,43,F,3,6000,4,0,0
7201761,140000,61,M,2,2500,16,1,1
7202601,125000,67,U,3,6000,29,0,0
7202822,65000,52,F,1,0.01,7,0,0
7204108,95000,45,M,2,1300,8,0,0
7206852,#N/A,64,U,2,100,2,0,0
7207336,110000,,F,1,0.01,5,0,0
7208200,155000,60,,2,1000,5,0,0
7210329,245000,65,F,3,6053.35,7,0,0
7210558,80000,,U,1,0.01,4,0,0
7211325,110000,60,F,3,11500,4,0,0
7212038,110000,59,F,2,1000,5,0,0
7212313,185000,52,M,3,11351.34,2,0,0
7212720,#N/A,,F,3,6000,1,1,1
7213514,95000,55,M,2,2000,5,0,0
7214375,215000,46,F,3,11000,2,1,2
7216890,95000,32,F,2,500,9,1,1
7217293,140000,53,M,1,0.01,5,0,0
7220553,200000,79,F,4,27000,21,0,0
7225148,95000,36,F,1,0.01,4,0,0
7226829,155000,61,M,1,0.01,8,0,0
7227787,215000,39,F,1,0.01,9,1,1
7228546,185000,,,2,0.03,9,0,0
7231407,95000,54,F,2,3000,7,0,0
7234368,140000,24,F,2,4500,7,1,1
7236468,110000,47,M,3,12158.67,13,0,0
7239599,185000,56,M,3,9600.43,15,0,0
7240201,155000,48,F,1,0.01,8,0,0
7240309,110000,41,M,2,1443.24,12,0,0
7240600,125000,54,M,1,0.01,5,0,0
7240910,170000,72,M,1,0.01,13,0,0
7246129,110000,50,F,1,0.01,4,0,0
7246250,80000,67,F,4,50000,4,0,0
7248180,95000,49,F,1,0.01,5,0,0
7248423,140000,55,F,1,0.01,,0,0
7249268,95000,35,,2,600,4,0,0
7250916,185000,53,F,1,0.01,4,1,1
7256035,#N/A,66,F,2,0.02,5,0,0
7256167,#N/A,66,F,2,2000,5,0,0
7257228,110000,63,F,3,10000,9,0,0
7262248,95000,53,M,1,0.01,9,0,0
7262353,140000,51,F,1,0.01,10,0,0
7263457,125000,33,M,1,0.01,4,0,0
7263813,185000,59,U,2,2000,3,0,0
7264712,80000,64,F,1,0.01,,0,0
7266219,125000,45,,1,0.01,5,0,0
7269749,125000,69,F,2,2200,5,0,0
7270291,170000,37,F,2,500,8,1,1
7272308,215000,,F,3,5997.81,2,1,2
7273576,125000,28,U,2,89.29,4,0,0
7273932,125000,49,F,1,0.01,4,0,0
7274122,65000,51,F,4,20527.8,3,0,0
7275463,110000,42,F,1,0.01,8,1,1
7275935,95000,24,M,3,6000,2,1,1
7276761,80000,48,M,2,2000,5,1,1
7277598,#N/A,58,M,2,3000,8,0,0
7277792,95000,30,F,1,0.01,5,0,0
7278632,155000,56,M,3,12000,8,1,1
7280017,125000,53,F,1,0.01,5,0,0
7280238,155000,56,,3,6000,5,0,0
7280351,110000,,M,2,100,11,0,0
7283504,110000,76,M,1,0.01,,0,0
7284381,140000,73,M,2,5000,4,0,0
7285159,110000,36,F,3,6000,11,0,0
7285671,170000,71,F,3,6000,2,0,0
7287720,140000,48,F,2,1200,5,0,0
7288387,50000,55,F,2,1092.22,5,0,0
7288808,140000,78,F,2,4100,9,1,1
7289928,185000,46,F,1,0.01,5,0,0
7290357,140000,76,F,2,4000,5,0,0
7292384,125000,72,F,3,12000,3,0,0
7294182,155000,53,F,1,0.01,5,0,0
7294808,125000,33,F,2,3000,8,0,0
7299141,50000,63,F,2,3000.01,8,0,0
7299850,35000,25,U,2,12.5,2,0,0
7301499,95000,72,M,3,6000,2,1,1
7304099,95000,41,M,2,1000.01,9,0,0
7307861,95000,67,M,1,0.01,8,0,0
7309856,215000,69,F,2,5000,4,0,0
7311222,155000,34,F,2,1500,9,1,1
7323255,125000,53,F,3,6000,2,0,0
7326599,125000,38,U,1,0.01,7,0,0
7326637,110000,,M,3,6053.34,4,0,0
7329172,185000,47,F,2,2000,1,0,0
7329628,110000,72,,4,22000,14,0,0
7330014,50000,67,U,4,21000,5,0,0
7337485,125000,37,F,1,0.01,5,1,1
7338589,50000,53,M,2,4884.25,8,0,0
7349475,170000,66,U,2,4000,11,0,0
7349769,185000,68,U,2,5000,4,0,0
7349785,125000,59,F,3,12000.01,2,0,0
7350341,125000,61,M,2,3600,11,0,0
7351437,140000,42,M,1,0.01,8,1,1
7352158,230000,58,F,3,12105.32,7,1,2
7352565,170000,51,F,1,0.01,8,0,0
7353286,110000,48,,2,500,8,0,0
7353359,95000,,U,1,0.01,5,0,0
7354215,110000,56,F,3,6025,6,0,0
7356935,155000,46,F,2,5000,2,0,0
7358075,35000,60,F,3,6000,3,1,1
7358474,110000,46,,1,0.01,5,0,0
7360908,125000,39,,1,0.01,5,0,0
7362137,155000,55,F,2,600,8,0,0
7362153,95000,51,F,2,3000,2,0,0
7367953,#N/A,45,F,2,4000,7,0,0
7368410,125000,31,F,2,600,9,1,1
7368968,95000,67,U,3,9000,3,0,0
7369514,95000,42,,3,8100,4,0,0
7370032,125000,38,F,1,0.01,8,0,0
7371365,20000,46,M,1,0.01,5,0,0
7377223,125000,56,,2,4000,3,0,0
7377789,80000,55,M,1,0.01,8,0,0
7381115,170000,50,M,2,3000,3,0,0
7387032,170000,54,M,3,13000,1,0,0
7391781,140000,48,,1,0.01,5,0,0
7392079,170000,40,F,2,3000,1,1,1
7395248,80000,32,F,2,840,5,0,0
7398786,200000,31,F,2,1000,4,1,1
7399383,95000,36,F,2,600,10,1,1
7400292,185000,37,F,3,6000,1,1,2
7400675,140000,52,F,2,3500,7,0,0
7401183,95000,72,M,4,23776.73,11,0,0
7402937,215000,43,F,1,0.01,4,0,0
7403550,110000,45,M,2,300,9,0,0
7404921,50000,50,M,2,3000,1,1,1
7406568,155000,74,F,4,20678.85,15,0,0
7406711,95000,71,U,4,20721.07,3,0,0
7407726,110000,56,,1,0.01,,0,0
7409656,95000,52,M,3,6000,6,0,0
7413203,125000,41,U,1,0.01,4,0,0
7414242,80000,69,F,2,1262.01,16,0,0
7415575,200000,43,,1,0.01,5,0,0
7419392,110000,74,F,2,5000,4,0,0
7420668,65000,77,F,3,9025,11,0,0
7426496,140000,71,,3,6000,1,0,0
7426763,215000,63,,2,3000,7,0,0
7428812,95000,60,F,1,0.01,4,0,0
7429355,200000,54,U,2,2500,2,0,0
7432631,170000,67,F,3,10000,4,1,1
7433301,140000,57,M,2,3000,8,0,0
7433808,95000,35,,1,0.01,9,1,1
7433905,110000,65,F,3,6000,6,0,0
7436696,155000,56,F,2,3000,5,0,0
7437277,95000,39,U,2,250.01,9,0,0
7438060,155000,42,,1,0.01,5,0,0
7438257,185000,41,F,3,12155.32,7,0,0
7441371,170000,68,F,2,3000,3,1,1
7441592,215000,70,F,2,3000,1,0,0
7443277,110000,54,M,1,0.01,10,0,0
7443935,#N/A,55,U,2,1700,9,0,0
7445172,95000,63,M,3,10000,4,0,0
7445695,215000,69,M,3,8505.32,11,1,1
7446012,155000,67,F,1,0.01,8,0,0
7447655,110000,48,F,3,9000,10,0,0
7448066,35000,54,,3,20000,18,0,0
7448317,170000,62,M,3,12000,10,0,0
7449992,110000,76,F,2,4000,12,1,1
7451067,65000,58,U,1,0.01,6,0,0
7455062,170000,52,F,3,10000,3,1,1
7456735,95000,29,M,3,12000,3,1,1
7459017,65000,51,F,1,0.01,6,0,0
7463685,65000,60,,2,3000,2,0,0
7479476,65000,52,M,1,0.01,8,0,0
7484097,185000,69,M,3,10000,4,0,0
7486138,#N/A,36,F,3,10000,5,1,1
7486685,155000,69,F,3,10000,16,0,0
7491158,125000,76,F,4,35042.92,12,0,0
7492197,95000,71,M,2,2000,8,0,0
7501889,95000,,M,1,0.01,8,0,0
7504268,155000,40,F,1,0.01,8,1,1
7505868,200000,41,U,3,6000,4,1,1
7509138,50000,52,M,1,0.01,14,0,0
7510160,95000,71,M,3,18266.31,11,0,0
7511361,110000,46,,3,9000,8,0,0
7511566,230000,37,F,2,1500,8,1,3
7512422,#N/A,53,F,1,0.01,8,0,0
7512643,80000,,U,2,3000,3,0,0
7512813,305000,35,M,2,1000,3,1,2
7512996,230000,65,F,3,6053.34,4,0,0
7513534,155000,75,M,4,26000,4,0,0
7513887,275000,46,F,1,0.01,8,1,2
7514115,140000,58,F,3,6000,17,0,0
7514883,80000,67,F,3,10000,4,0,0
7515278,125000,64,F,2,0.02,5,1,1
7517505,110000,56,F,2,5000,3,0,0
7518463,110000,38,U,1,0.01,8,0,0
7519370,95000,51,F,1,0.01,5,0,0
7520581,125000,28,F,2,600,1,0,0
7521340,95000,56,F,1,0.01,7,0,0
7521685,140000,52,,2,4000,6,0,0
7521774,110000,49,M,1,0.01,8,0,0
7522193,80000,45,,3,6000,2,0,0
7522290,80000,42,M,1,0.01,5,0,0
7522568,230000,,F,2,3000,7,0,0
7522894,140000,56,F,3,6107.64,7,0,0
7523440,110000,51,M,2,0.02,8,0,0
7525575,95000,49,F,1,0.01,8,0,0
7534671,185000,64,F,1,0.01,7,1,1
7543395,50000,68,F,2,1081.89,13,0,0
7544596,170000,,U,3,16000,4,0,0
7545517,305000,38,F,2,0.02,9,1,3
7547625,110000,48,F,1,0.01,5,0,0
7549660,125000,73,U,2,3000,7,0,0
7567227,155000,34,F,2,5000,4,1,1
7572646,170000,34,F,1,0.01,7,0,0
7578172,95000,50,M,1,0.01,5,0,0
7580754,125000,41,F,2,100,7,0,0
7587686,110000,,M,3,10884.25,16,0,0
7590334,110000,,U,2,1425,5,0,0
7594003,95000,31,F,2,550,8,0,0
7596405,125000,56,M,1,0.01,8,0,0
7598858,185000,44,M,2,1198,1,0,0
7603908,170000,68,F,3,8000.9,26,0,0
7609698,#N/A,70,F,1,0.01,8,0,0
7614977,185000,27,M,2,1000,4,0,0
7615361,125000,58,F,2,500,10,0,0
7626312,275000,31,,2,1920,4,1,2
7629230,140000,43,F,2,0.02,6,1,1
7646453,50000,77,M,2,1000,5,0,0
7647123,125000,68,F,3,18158.67,7,0,0
7649673,80000,74,M,3,5329.73,18,0,0
7651740,185000,73,,1,0.01,4,0,0
7652569,125000,43,F,1,0.01,8,0,0
7655762,200000,51,F,3,12053.34,4,0,0
7656505,170000,74,F,3,15660.64,6,0,0
7669771,80000,51,F,3,6000,2,0,0
7670001,185000,47,M,1,0.01,4,0,0
7670125,245000,71,F,3,7106,12,0,0
7671199,#N/A,53,M,1,0.01,4,0,0
7683669,95000,49,,3,6000,4,0,0
7685513,80000,71,F,2,3000,8,0,0
7685939,125000,42,F,2,1000,5,1,1
7687001,95000,66,F,2,480,9,0,0
7690002,155000,63,F,2,3000,6,0,0
7695764,155000,37,,2,1261.03,8,1,1
7702736,110000,73,F,4,20457.13,3,0,0
7704828,125000,38,,1,0.01,11,0,0
7737084,110000,67,F,3,6053.34,4,0,0
7743580,185000,30,F,3,16000,4,0,0
7747969,95000,64,U,2,1000,8,0,0
7755546,95000,57,F,1,0.01,4,0,0
7756933,125000,,M,4,20050,4,0,0
7757085,185000,62,F,1,0.01,5,0,0
7762682,#N/A,44,F,2,0.02,9,1,1
7775539,185000,74,F,3,8000,5,0,0
7775997,125000,51,F,3,18106.7,9,0,0
7776144,125000,56,F,2,2000,5,1,1
7794614,95000,69,F,3,6000,1,0,0
7796129,125000,71,M,2,5000,5,0,0
7799675,155000,41,M,3,16947.44,8,0,0
7802382,215000,38,F,2,2050.01,8,1,1
7804652,140000,62,M,3,12000,2,0,0
7805535,#N/A,50,F,2,3000,3,0,0
7805705,50000,45,F,1,0.01,5,0,0
7807147,65000,56,F,3,12000,8,0,0
7807465,245000,51,F,3,8600,5,0,0
7808054,125000,34,U,2,100,1,0,0
7814720,125000,47,M,1,0.01,8,0,0
7815662,#N/A,63,F,3,9052.65,8,0,0
7816189,215000,,M,2,3000,4,1,1
7818580,155000,45,F,1,0.01,4,0,0
7832818,125000,32,F,1,0.01,5,1,1
7833121,140000,53,F,2,1500,28,0,0
7833261,200000,60,M,1,0.01,4,0,0
7836988,230000,40,F,2,360,9,1,1
7842546,110000,62,,3,6000,2,0,0
7843844,#N/A,66,U,3,12000,8,0,0
7846185,140000,66,F,2,3000,5,1,1
7863721,200000,46,F,1,0.01,8,0,0
7869592,35000,57,M,2,1000,28,0,0
7870191,80000,57,F,2,3151.25,3,0,0
7870337,140000,78,U,1,0.01,8,0,0
7873638,200000,57,M,2,3000.01,6,0,0
7877706,200000,,F,1,0.01,5,1,2
7879253,#N/A,61,F,2,750,30,0,0
7879350,140000,31,M,1,0.01,5,1,1
7879407,95000,55,,1,0.01,4,0,0
7879474,95000,47,F,1,0.01,5,0,0
7880677,110000,39,F,2,1000,6,1,1
7881207,95000,37,M,1,0.01,4,0,0
7881312,155000,69,U,2,3000,9,0,0
7884389,125000,49,U,1,0.01,4,0,0
7890915,95000,45,F,3,18160.99,6,0,0
7900341,125000,51,F,2,1000,9,0,0
7900724,155000,41,M,1,0.01,5,0,0
7900813,110000,55,M,2,1500,9,0,0
7900929,140000,42,F,2,2000,2,1,1
7901399,155000,58,F,4,20483.27,3,0,0
7901488,200000,46,F,1,0.01,5,0,0
7901666,155000,35,F,2,1000,3,1,1
7901739,140000,59,,3,13000,9,0,0
7901836,170000,64,,2,5000,11,0,0
7903987,65000,47,F,2,1000,4,0,0
7904606,140000,53,M,1,0.01,,0,0
7904959,125000,35,M,2,1200,1,1,1
7905491,140000,,F,2,500,9,0,0
7910916,155000,65,,2,1500.01,8,0,0
7913087,125000,44,M,1,0.01,4,0,0
7913508,125000,35,F,1,0.01,5,0,0
7913621,185000,64,,2,500,9,0,0
7916787,110000,45,U,1,0.01,7,0,0
7923619,95000,54,F,2,2000,4,0,0
7924119,95000,74,M,3,8500.01,9,0,0
7926855,140000,62,M,3,11025,7,0,0
7926936,140000,50,M,2,600,2,0,0
7927487,185000,67,M,3,6000,3,0,0
7928939,170000,51,F,1,0.01,,0,0
7932219,185000,74,M,4,22000,24,0,0
7932294,50000,71,F,3,6000,8,0,0
7932499,155000,67,M,4,296313.85,8,0,0
7932898,110000,69,M,2,3000,3,0,0
7933134,110000,56,M,2,1500,5,0,0
7933401,185000,62,U,2,500,9,0,0
7933851,65000,62,M,2,4000,5,0,0
7934343,215000,37,F,2,219.94,11,1,1
7935676,125000,71,M,2,420,8,1,1
7936044,65000,74,M,3,12000,5,0,0
7936192,275000,35,F,2,1000,5,1,1
7936419,200000,44,M,3,7461.8,7,1,1
7936478,260000,53,M,2,100,9,0,0
7937253,155000,44,F,1,0.01,8,1,1
7937342,170000,27,F,2,500,8,1,1
7937644,305000,,F,2,3000,3,1,2
7939000,65000,49,F,1,0.01,5,0,0
7939493,155000,35,F,1,0.01,6,0,0
7939787,170000,46,F,1,0.01,5,0,0
7940335,155000,75,M,3,12000,3,0,0
7940653,245000,54,F,1,0.01,5,0,0
7940912,140000,48,M,1,0.01,5,0,0
7941021,80000,54,F,1,0.01,7,1,1
7941285,95000,61,M,2,5000,2,0,0
7941439,200000,51,,1,0.01,5,0,0
7942370,155000,,F,2,50,10,1,2
7942435,65000,76,M,2,2000,6,0,0
7949901,95000,,M,1,0.01,5,0,0
7959834,155000,45,U,3,16053.35,6,0,0
7961464,65000,69,F,2,500,9,0,0
7961642,155000,68,F,1,0.01,7,1,1
7961901,95000,77,M,3,10000,18,1,1
7966911,155000,39,,3,12000,1,0,0
7971346,95000,58,F,1,0.01,5,0,0
7972148,110000,52,F,3,10000,31,0,0
7977409,80000,63,F,3,18958.86,3,0,0
7977492,125000,64,M,2,3000,7,0,0
7981473,140000,68,,3,6000,2,0,0
7981597,80000,38,,1,0.01,4,1,1
7983115,125000,,M,3,10600,9,0,0
7992513,95000,71,F,2,2000,12,0,0
7993722,140000,33,F,3,7086.67,8,0,0
7997035,95000,76,F,2,2000,8,0,0
8002886,155000,66,F,1,0.01,5,1,1
8014957,80000,76,F,2,3000,16,0,0
8017808,110000,44,,2,600,1,0,0
8018200,95000,61,F,3,6000,1,0,0
8026548,95000,55,,1,0.01,8,0,0
8030928,155000,55,F,1,0.01,5,1,1
8033366,#N/A,56,M,1,0.01,8,0,0
8039631,#N/A,57,F,2,3000,7,1,1
8040443,80000,41,F,1,0.01,7,0,0
8040753,155000,49,F,2,3000,6,0,0
8042195,185000,33,F,1,0.01,10,1,1
8043302,95000,66,F,3,6105.32,7,0,0
8044066,155000,75,,3,8000,2,0,0
8046190,65000,50,M,3,6000,1,0,0
8046670,170000,74,M,2,5000,5,0,0
8047766,125000,55,F,3,5610,1,1,1
8048223,140000,58,F,3,8400,11,1,1
8049238,200000,53,U,2,3000,6,0,0
8050155,155000,,F,3,15000,4,0,0
8050368,170000,31,M,1,0.01,,0,0
8051518,155000,53,F,3,6000,2,1,1
8051828,170000,31,F,1,0.01,5,0,0
8054185,125000,39,,2,1200,6,1,1
8055386,230000,62,F,3,6000,5,1,1
8057109,140000,52,F,2,5000,6,0,0
8062005,95000,23,F,2,1000,1,0,0
8062560,125000,55,F,2,20,19,0,0
8063699,95000,68,F,3,10000,6,0,0
8065101,125000,70,F,3,6075.13,21,0,0
8066868,230000,28,,2,3000,3,0,0
8070261,80000,48,M,3,6000,1,0,0
8073104,140000,36,F,1,0.01,8,0,0
8075018,170000,34,,2,420,4,0,0
8077711,215000,40,F,2,600,8,0,0
8080232,110000,43,F,2,4000,1,0,0
8080968,95000,37,U,2,2000,4,0,0
8081190,170000,48,M,1,0.01,5,1,2
8083800,110000,50,F,1,0.01,4,0,0
8084971,95000,63,U,2,3000,8,0,0
8093725,65000,48,,2,75.01,5,0,0
8094608,140000,48,M,2,100,14,0,0
8095590,80000,69,U,2,1500,12,0,0
8096295,305000,32,F,3,13420,8,1,3
8096899,140000,52,,1,0.01,5,0,0
8097895,95000,74,M,3,8053.36,31,0,0
8098336,110000,34,F,2,860,8,0,0
8100624,155000,44,F,3,12000,1,1,1
8101213,245000,60,F,2,2500,2,1,1
8102708,260000,34,F,2,2000,12,1,2
8106525,125000,42,F,1,0.01,8,1,1
8107378,170000,50,F,2,3000,4,0,0
8108404,155000,39,M,3,8035.46,,0,0
8108897,155000,37,F,1,0.01,7,1,1
8109397,#N/A,50,F,1,0.01,9,1,1
8112134,170000,57,,1,0.01,9,0,0
8113254,125000,60,M,3,6000,8,0,0
8115796,170000,36,F,1,0.01,8,1,1
8116059,110000,55,F,1,0.01,11,0,0
8126011,140000,31,F,1,0.01,5,1,1
8126658,155000,,F,3,5300,2,0,0
8128154,110000,32,F,2,1000,5,0,0
8130248,80000,60,F,2,2000,9,0,0
8134693,110000,77,F,2,5000,5,0,0
8134928,80000,56,F,3,12000,22,0,0
8137005,50000,58,F,1,0.01,5,0,0
8139539,215000,,F,1,0.01,8,1,2
8141916,95000,48,,3,6053.35,15,0,0
8144036,110000,56,F,1,0.01,4,0,0
8146918,155000,76,F,3,13000,4,0,0
8147221,125000,55,F,2,500,19,0,0
8150710,110000,30,M,1,0.01,6,0,0
8153361,155000,62,M,3,6000,4,0,0
8154007,65000,65,M,2,3000,8,0,0
8154538,110000,59,F,2,780,11,0,0
8158428,110000,46,F,1,0.01,8,0,0
8158541,215000,59,F,3,9000,8,1,1
8160260,125000,62,F,3,9000,8,0,0
8164371,155000,61,M,3,15969.54,6,0,0
8166528,125000,37,M,1,0.01,8,0,0
8166706,110000,67,F,3,8031.18,4,0,0
8170479,50000,57,F,4,21000,3,0,0
8171246,170000,,F,1,0.01,8,1,2
8175233,95000,44,M,1,0.01,4,0,0
8179166,95000,73,M,2,2000,4,0,0
8180806,65000,49,F,3,6000,4,0,0
8181187,185000,60,M,1,0.01,5,0,0
8182396,140000,74,M,3,19904.9,3,0,0
8184607,110000,60,,1,0.01,8,0,0
8192340,95000,48,F,1,0.01,9,0,0
8198624,65000,43,F,1,0.01,4,1,1
8200017,185000,73,F,3,6053.35,5,0,0
8201692,185000,49,F,1,0.01,8,0,0
8207062,245000,30,F,1,0.01,5,1,1
8213321,140000,57,F,2,3000,8,1,1
8214875,170000,79,,2,1000,4,0,0
8215626,170000,45,F,3,15679.84,14,0,0
8216142,110000,31,F,2,550,2,1,1
8217181,95000,47,F,3,6000,2,0,0
8217602,95000,31,F,1,0.01,5,0,0
8220611,170000,39,,1,0.01,7,1,1
8222703,200000,49,F,1,0.01,5,0,0
8228795,50000,76,F,1,0.01,29,0,0
8229635,140000,53,F,3,13000,,0,0
8231125,170000,,M,1,0.01,7,0,0
8234159,170000,50,M,2,2000,5,0,0
8236283,110000,48,U,3,15000,3,0,0
8242127,80000,57,F,2,2320,8,0,0
8245193,95000,38,M,2,1000,1,0,0
8248532,215000,39,M,2,3842,1,0,0
8249865,95000,68,M,1,0.01,7,0,0
8250235,95000,,F,1,0.01,5,0,0
8252947,95000,46,,3,9000,3,0,0
8262381,125000,45,F,1,0.01,4,0,0
8262993,95000,30,F,3,12000,2,1,1
8264309,65000,64,F,3,6000,10,0,0
8265704,215000,53,F,2,500,8,1,1
8266204,170000,64,M,3,5466.49,25,0,0
8266751,65000,52,F,1,0.01,5,0,0
8267995,65000,38,M,3,9107.64,5,0,0
8271291,125000,59,M,3,6000.01,9,0,0
8272433,140000,64,F,3,12000,8,1,1
8274673,185000,28,F,2,3000,1,0,0
8279225,185000,56,F,1,0.01,5,0,0
8279950,125000,47,F,1,0.01,4,0,0
8280290,95000,55,F,2,4805.42,11,0,0
8283443,50000,33,F,2,600,9,0,0
8285527,80000,50,F,1,0.01,9,0,0
8287155,155000,77,F,3,5884.25,9,0,0
8293694,110000,33,M,1,0.01,5,1,1
8295832,50000,27,,1,0.01,8,0,0
8297843,170000,,F,1,0.01,5,1,1
8299056,140000,73,U,2,4884.25,8,0,0
8307172,140000,54,U,2,5000,4,0,0
8312834,170000,68,F,1,0.01,8,1,1
8313288,215000,49,F,2,420,4,1,1
8314225,155000,79,U,2,0.02,9,0,0
8314810,140000,51,M,1,0.01,5,0,0
8315248,#N/A,,F,2,3000,8,1,1
8316228,95000,74,M,3,8000,8,0,0
8317445,125000,43,F,1,0.01,5,0,0
8317682,140000,49,M,2,1000,4,0,0
8324107,110000,35,F,1,0.01,5,1,1
8326061,125000,47,F,2,1000,16,0,0
8326568,95000,40,F,1,0.01,4,0,0
8330468,95000,68,F,3,7000,10,1,1
8332525,#N/A,,F,2,5000,12,1,1
8345864,125000,67,F,3,9553.82,11,0,0
8349762,275000,45,U,1,0.01,10,0,0
8352410,155000,44,F,2,0.02,5,1,1
8352666,65000,43,,1,0.01,5,0,0
8354693,110000,67,M,1,0.01,5,0,0
8355231,125000,70,,2,500,31,0,0
8355878,140000,54,F,3,6053.35,,0,0
8359504,110000,57,U,3,11770.39,26,0,0
8360545,155000,18,M,2,1000,1,0,0
8361916,125000,64,,1,0.01,5,0,0
8363099,110000,54,U,1,0.01,7,0,0
8364559,185000,54,F,2,2165.7,9,0,0
8367159,140000,53,,2,1000,5,0,0
8367191,170000,51,F,2,1000,11,0,0
8371504,125000,50,M,2,1700,9,0,0
8371881,110000,63,F,1,0.01,4,0,0
8372802,65000,55,F,1,0.01,5,0,0
8374392,155000,53,F,2,3000,8,0,0
8374481,#N/A,41,F,2,1050,7,1,1
8376778,95000,42,F,1,0.01,5,0,0
8377847,125000,61,,3,6000,5,0,0
8382034,95000,33,F,1,0.01,5,1,1
8383049,95000,57,F,2,1500,5,0,0
8387648,80000,77,F,3,6000,2,0,0
8388431,185000,74,F,3,6000,5,1,1
8389586,170000,55,F,1,0.01,5,0,0
8395411,#N/A,51,M,1,0.01,8,0,0
8398542,95000,70,U,3,6035.34,7,0,0
8399824,80000,37,F,3,8000,4,1,1
8405816,200000,55,F,1,0.01,8,0,0
8409633,#N/A,74,M,3,10000,4,0,0
8410054,155000,50,M,1,0.01,5,1,1
8413134,140000,35,M,2,47.83,2,0,0
8413436,155000,47,F,1,0.01,4,0,0
8414114,140000,72,F,3,6000,0,0,0
8415498,230000,,M,3,8000,5,1,1
8418977,95000,54,,2,3000,2,0,0
8419604,125000,54,M,1,0.01,16,0,0
8422273,50000,69,M,3,6052.65,27,0,0
8424454,35000,67,F,3,6000,2,0,0
8425558,80000,53,F,2,480,9,0,0
8428921,95000,50,F,3,12000,1,1,1
8430837,95000,60,M,3,6000,5,0,0
8434808,185000,57,F,2,1000,29,0,0
8438218,65000,,U,2,2500,6,0,0
8448140,275000,31,M,2,600,4,1,1
8456208,#N/A,64,F,1,0.01,7,1,1
8458227,185000,,M,3,8000,6,0,0
